date,keyword,search_index,campaign,site_dcm,placement,mission,creative,clicks,impressions,click_through_conversions,view_through_conversions,click_through_revenue,view_through_revenue
2017-11-28,christmas pudding,18,Sainsburys_Scarlet_Xmas_2017_Playlist_728x90,Programmatic Trade Desk,PKW8H9_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 728x90,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_728x90,1,2916,0,19,0,1547.59
2017-11-28,christmas pudding,18,Sainsburys_Scarlet_Xmas_2017_Playlist_300x600,Programmatic Trade Desk,PKW8HB_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 300x600,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_300x600,2,4603,0,28,0,2856.929999
2017-11-28,christmas pudding,18,Sainsburys_Scarlet_Xmas_2017_Playlist_970x250,Programmatic Trade Desk,PKW8HC_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 970x250,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_970x250,4,5123,0,19,0,1827.03
2017-11-28,christmas pudding,18,DO Party Food 300 x 250,Programmatic Trade Desk,PKXMX2_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 300x250,Party Food,DO Party Food 300 x 250,6,24482,0,69,0,7096.83
2017-11-28,christmas pudding,18,DO Party Food 728 x 90,Programmatic Trade Desk,PKXMX3_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 728x90,Party Food,DO Party Food 728 x 90,2,4994,0,21,0,1969.319998
2017-11-28,christmas pudding,18,DO Party Food 300 x 600,Programmatic Trade Desk,PKXMX4_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 300x600,Party Food,DO Party Food 300 x 600,0,1764,0,9,0,961.17
2017-11-28,christmas pudding,18,DO Party Food 970 x 250,Programmatic Trade Desk,PKXMX5_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 970x250,Party Food,DO Party Food 970 x 250,1,622,0,3,0,271.67
2017-11-28,christmas pudding,18,DO Desserts 300 x 250,Programmatic Trade Desk,PKXMXB_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 300x250,Dessert,DO Desserts 300 x 250,6,16832,0,41,0,3149.479999
2017-11-28,christmas pudding,18,DO Desserts 728 x 90,Programmatic Trade Desk,PKXMXC_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 728x90,Dessert,DO Desserts 728 x 90,0,3332,0,9,0,668.31
2017-11-28,christmas pudding,18,DO Desserts 300 x 600,Programmatic Trade Desk,PKXMXD_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 300x600,Dessert,DO Desserts 300 x 600,1,1684,0,3,0,418.37
2017-11-28,christmas pudding,18,DO Desserts 970 x 250,Programmatic Trade Desk,PKXMXF_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 970x250,Dessert,DO Desserts 970 x 250,3,1367,0,5,0,401.75
2017-11-28,christmas pudding,18,DO Festive Bakery 300 x 250,Programmatic Trade Desk,PKXMXP_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 300x250,Baking,DO Festive Bakery 300 x 250,3,21554,0,63,0,6596.49
2017-11-28,christmas pudding,18,DO Festive Bakery 728 x 90,Programmatic Trade Desk,PKXMXQ_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 728x90,Baking,DO Festive Bakery 728 x 90,0,4102,0,13,0,1073.66
2017-11-28,christmas pudding,18,DO Festive Bakery 300 x 600,Programmatic Trade Desk,PKXMXR_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 300x600,Baking,DO Festive Bakery 300 x 600,2,2770,0,17,0,1776.03
2017-11-28,christmas pudding,18,DO Festive Bakery 970 x 250,Programmatic Trade Desk,PKXMXS_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 970x250,Baking,DO Festive Bakery 970 x 250,2,704,1,7,105.19,579.77
2017-11-28,christmas pudding,18,DO Cocktails 300 x 250,Programmatic Trade Desk,PKXMYK_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 300x250,Cocktails,DO Cocktails 300 x 250,10,16312,0,52,0,4922.43
2017-11-28,christmas pudding,18,DO Cocktails 728 x 90,Programmatic Trade Desk,PKXMYL_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 728x90,Cocktails,DO Cocktails 728 x 90,1,2734,0,13,0,1285.43
2017-11-28,christmas pudding,18,DO Cocktails 300 x 600,Programmatic Trade Desk,PKXMYM_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 300x600,Cocktails,DO Cocktails 300 x 600,3,1652,0,8,0,935.389999
2017-11-28,christmas pudding,18,DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,DO Cocktails 970 x 250,2,769,0,4,0,273.28
2017-11-28,mince pies,17,Sainsburys_Scarlet_Xmas_2017_Playlist_300x250,Programmatic Trade Desk,PKW8H8_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 300x250,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_300x250,15,18486,0,40,0,3016.539997
2017-11-28,mince pies,17,Sainsburys_Scarlet_Xmas_2017_Playlist_728x90,Programmatic Trade Desk,PKW8H9_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 728x90,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_728x90,1,2916,0,19,0,1547.59
2017-11-28,mince pies,17,Sainsburys_Scarlet_Xmas_2017_Playlist_300x600,Programmatic Trade Desk,PKW8HB_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 300x600,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_300x600,2,4603,0,28,0,2856.929999
2017-11-28,mince pies,17,Sainsburys_Scarlet_Xmas_2017_Playlist_970x250,Programmatic Trade Desk,PKW8HC_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 970x250,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_970x250,4,5123,0,19,0,1827.03
2017-11-28,mince pies,17,DO Party Food 300 x 250,Programmatic Trade Desk,PKXMX2_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 300x250,Party Food,DO Party Food 300 x 250,6,24482,0,69,0,7096.83
2017-11-28,mince pies,17,DO Party Food 728 x 90,Programmatic Trade Desk,PKXMX3_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 728x90,Party Food,DO Party Food 728 x 90,2,4994,0,21,0,1969.319998
2017-11-28,mince pies,17,DO Party Food 300 x 600,Programmatic Trade Desk,PKXMX4_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 300x600,Party Food,DO Party Food 300 x 600,0,1764,0,9,0,961.17
2017-11-28,mince pies,17,DO Party Food 970 x 250,Programmatic Trade Desk,PKXMX5_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 970x250,Party Food,DO Party Food 970 x 250,1,622,0,3,0,271.67
2017-11-28,mince pies,17,DO Desserts 300 x 250,Programmatic Trade Desk,PKXMXB_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 300x250,Dessert,DO Desserts 300 x 250,6,16832,0,41,0,3149.479999
2017-11-28,mince pies,17,DO Desserts 728 x 90,Programmatic Trade Desk,PKXMXC_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 728x90,Dessert,DO Desserts 728 x 90,0,3332,0,9,0,668.31
2017-11-28,mince pies,17,DO Desserts 300 x 600,Programmatic Trade Desk,PKXMXD_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 300x600,Dessert,DO Desserts 300 x 600,1,1684,0,3,0,418.37
2017-11-28,mince pies,17,DO Desserts 970 x 250,Programmatic Trade Desk,PKXMXF_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 970x250,Dessert,DO Desserts 970 x 250,3,1367,0,5,0,401.75
2017-11-28,mince pies,17,DO Festive Bakery 300 x 250,Programmatic Trade Desk,PKXMXP_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 300x250,Baking,DO Festive Bakery 300 x 250,3,21554,0,63,0,6596.49
2017-11-28,mince pies,17,DO Festive Bakery 728 x 90,Programmatic Trade Desk,PKXMXQ_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 728x90,Baking,DO Festive Bakery 728 x 90,0,4102,0,13,0,1073.66
2017-11-28,mince pies,17,DO Festive Bakery 300 x 600,Programmatic Trade Desk,PKXMXR_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 300x600,Baking,DO Festive Bakery 300 x 600,2,2770,0,17,0,1776.03
2017-11-28,mince pies,17,DO Festive Bakery 970 x 250,Programmatic Trade Desk,PKXMXS_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 970x250,Baking,DO Festive Bakery 970 x 250,2,704,1,7,105.19,579.77
2017-11-28,mince pies,17,DO Cocktails 300 x 250,Programmatic Trade Desk,PKXMYK_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 300x250,Cocktails,DO Cocktails 300 x 250,10,16312,0,52,0,4922.43
2017-11-28,mince pies,17,DO Cocktails 728 x 90,Programmatic Trade Desk,PKXMYL_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 728x90,Cocktails,DO Cocktails 728 x 90,1,2734,0,13,0,1285.43
2017-11-28,mince pies,17,DO Cocktails 300 x 600,Programmatic Trade Desk,PKXMYM_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 300x600,Cocktails,DO Cocktails 300 x 600,3,1652,0,8,0,935.389999
2017-11-28,mince pies,17,DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,DO Cocktails 970 x 250,2,769,0,4,0,273.28
2017-11-29,christmas pudding,16,Sainsburys_Scarlet_Xmas_2017_Playlist_300x250,Programmatic Trade Desk,PKW8H8_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 300x250,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_300x250,15,18053,0,37,0,4068.439999
2017-11-29,christmas pudding,16,Sainsburys_Scarlet_Xmas_2017_Playlist_728x90,Programmatic Trade Desk,PKW8H9_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 728x90,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_728x90,0,2751,0,14,0,999.75
2017-11-29,christmas pudding,16,Sainsburys_Scarlet_Xmas_2017_Playlist_300x600,Programmatic Trade Desk,PKW8HB_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 300x600,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_300x600,3,5019,2,30,190.6,2894.28
2017-11-29,christmas pudding,16,Sainsburys_Scarlet_Xmas_2017_Playlist_970x250,Programmatic Trade Desk,PKW8HC_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 970x250,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_970x250,12,7040,0,20,0,2077.96
2017-11-29,christmas pudding,16,DO Party Food 300 x 250,Programmatic Trade Desk,PKXMX2_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 300x250,Party Food,DO Party Food 300 x 250,8,25286,0,90,0,8551.849999
2017-11-29,christmas pudding,16,DO Party Food 728 x 90,Programmatic Trade Desk,PKXMX3_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 728x90,Party Food,DO Party Food 728 x 90,2,4469,0,32,0,3020.73
2017-11-29,christmas pudding,16,DO Party Food 300 x 600,Programmatic Trade Desk,PKXMX4_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 300x600,Party Food,DO Party Food 300 x 600,2,1437,0,9,0,839.28
2017-11-29,christmas pudding,16,DO Party Food 970 x 250,Programmatic Trade Desk,PKXMX5_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 970x250,Party Food,DO Party Food 970 x 250,3,1644,0,3,0,242.92
2017-11-29,christmas pudding,16,DO Desserts 300 x 250,Programmatic Trade Desk,PKXMXB_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 300x250,Dessert,DO Desserts 300 x 250,2,17160,0,47,0,4275.829999
2017-11-29,christmas pudding,16,DO Desserts 728 x 90,Programmatic Trade Desk,PKXMXC_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 728x90,Dessert,DO Desserts 728 x 90,0,2722,0,8,0,674.96
2017-11-29,christmas pudding,16,DO Desserts 300 x 600,Programmatic Trade Desk,PKXMXD_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 300x600,Dessert,DO Desserts 300 x 600,3,1256,0,6,0,524.48
2017-11-29,christmas pudding,16,DO Desserts 970 x 250,Programmatic Trade Desk,PKXMXF_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 970x250,Dessert,DO Desserts 970 x 250,7,2796,0,6,0,606.69
2017-11-29,christmas pudding,16,DO Festive Bakery 300 x 250,Programmatic Trade Desk,PKXMXP_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 300x250,Baking,DO Festive Bakery 300 x 250,9,21360,0,83,0,7016.089999
2017-11-29,christmas pudding,16,DO Festive Bakery 728 x 90,Programmatic Trade Desk,PKXMXQ_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 728x90,Baking,DO Festive Bakery 728 x 90,1,4137,0,21,0,1868.6
2017-11-29,christmas pudding,16,DO Festive Bakery 300 x 600,Programmatic Trade Desk,PKXMXR_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 300x600,Baking,DO Festive Bakery 300 x 600,3,2457,0,14,0,1351
2017-11-29,christmas pudding,16,DO Festive Bakery 970 x 250,Programmatic Trade Desk,PKXMXS_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 970x250,Baking,DO Festive Bakery 970 x 250,1,2297,0,7,0,506.55
2017-11-29,christmas pudding,16,DO Cocktails 300 x 250,Programmatic Trade Desk,PKXMYK_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 300x250,Cocktails,DO Cocktails 300 x 250,9,13850,0,50,0,4386.86
2017-11-29,christmas pudding,16,DO Cocktails 728 x 90,Programmatic Trade Desk,PKXMYL_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 728x90,Cocktails,DO Cocktails 728 x 90,0,2242,0,6,0,536.6
2017-11-29,christmas pudding,16,DO Cocktails 300 x 600,Programmatic Trade Desk,PKXMYM_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 300x600,Cocktails,DO Cocktails 300 x 600,0,1726,0,11,0,1220.47
2017-11-29,christmas pudding,16,DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,DO Cocktails 970 x 250,3,3544,0,4,0,345.38
2017-11-29,mince pies,19,Sainsburys_Scarlet_Xmas_2017_Playlist_300x250,Programmatic Trade Desk,PKW8H8_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 300x250,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_300x250,15,18053,0,37,0,4068.439999
2017-11-29,mince pies,19,Sainsburys_Scarlet_Xmas_2017_Playlist_728x90,Programmatic Trade Desk,PKW8H9_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 728x90,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_728x90,0,2751,0,14,0,999.75
2017-11-29,mince pies,19,Sainsburys_Scarlet_Xmas_2017_Playlist_300x600,Programmatic Trade Desk,PKW8HB_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 300x600,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_300x600,3,5019,2,30,190.6,2894.28
2017-11-29,mince pies,19,Sainsburys_Scarlet_Xmas_2017_Playlist_970x250,Programmatic Trade Desk,PKW8HC_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 970x250,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_970x250,12,7040,0,20,0,2077.96
2017-11-29,mince pies,19,DO Party Food 300 x 250,Programmatic Trade Desk,PKXMX2_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 300x250,Party Food,DO Party Food 300 x 250,8,25286,0,90,0,8551.849999
2017-11-29,mince pies,19,DO Party Food 728 x 90,Programmatic Trade Desk,PKXMX3_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 728x90,Party Food,DO Party Food 728 x 90,2,4469,0,32,0,3020.73
2017-11-29,mince pies,19,DO Party Food 300 x 600,Programmatic Trade Desk,PKXMX4_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 300x600,Party Food,DO Party Food 300 x 600,2,1437,0,9,0,839.28
2017-11-29,mince pies,19,DO Party Food 970 x 250,Programmatic Trade Desk,PKXMX5_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 970x250,Party Food,DO Party Food 970 x 250,3,1644,0,3,0,242.92
2017-11-29,mince pies,19,DO Desserts 300 x 250,Programmatic Trade Desk,PKXMXB_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 300x250,Dessert,DO Desserts 300 x 250,2,17160,0,47,0,4275.829999
2017-11-29,mince pies,19,DO Desserts 728 x 90,Programmatic Trade Desk,PKXMXC_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 728x90,Dessert,DO Desserts 728 x 90,0,2722,0,8,0,674.96
2017-11-29,mince pies,19,DO Desserts 300 x 600,Programmatic Trade Desk,PKXMXD_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 300x600,Dessert,DO Desserts 300 x 600,3,1256,0,6,0,524.48
2017-11-29,mince pies,19,DO Desserts 970 x 250,Programmatic Trade Desk,PKXMXF_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 970x250,Dessert,DO Desserts 970 x 250,7,2796,0,6,0,606.69
2017-11-29,mince pies,19,DO Festive Bakery 300 x 250,Programmatic Trade Desk,PKXMXP_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 300x250,Baking,DO Festive Bakery 300 x 250,9,21360,0,83,0,7016.089999
2017-11-29,mince pies,19,DO Festive Bakery 728 x 90,Programmatic Trade Desk,PKXMXQ_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 728x90,Baking,DO Festive Bakery 728 x 90,1,4137,0,21,0,1868.6
2017-11-29,mince pies,19,DO Festive Bakery 300 x 600,Programmatic Trade Desk,PKXMXR_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 300x600,Baking,DO Festive Bakery 300 x 600,3,2457,0,14,0,1351
2017-11-29,mince pies,19,DO Festive Bakery 970 x 250,Programmatic Trade Desk,PKXMXS_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 970x250,Baking,DO Festive Bakery 970 x 250,1,2297,0,7,0,506.55
2017-11-29,mince pies,19,DO Cocktails 300 x 250,Programmatic Trade Desk,PKXMYK_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 300x250,Cocktails,DO Cocktails 300 x 250,9,13850,0,50,0,4386.86
2017-11-29,mince pies,19,DO Cocktails 728 x 90,Programmatic Trade Desk,PKXMYL_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 728x90,Cocktails,DO Cocktails 728 x 90,0,2242,0,6,0,536.6
2017-11-29,mince pies,19,DO Cocktails 300 x 600,Programmatic Trade Desk,PKXMYM_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 300x600,Cocktails,DO Cocktails 300 x 600,0,1726,0,11,0,1220.47
2017-11-29,mince pies,19,DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,DO Cocktails 970 x 250,3,3544,0,4,0,345.38
2017-11-30,christmas pudding,16,Sainsburys_Scarlet_Xmas_2017_Playlist_300x250,Programmatic Trade Desk,PKW8H8_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 300x250,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_300x250,18,13419,0,54,0,5088.329999
2017-11-30,christmas pudding,16,Sainsburys_Scarlet_Xmas_2017_Playlist_728x90,Programmatic Trade Desk,PKW8H9_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 728x90,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_728x90,0,2059,0,15,0,1120.61
2017-11-30,christmas pudding,16,Sainsburys_Scarlet_Xmas_2017_Playlist_300x600,Programmatic Trade Desk,PKW8HB_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 300x600,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_300x600,1,5247,0,31,0,2798.86
2017-11-30,christmas pudding,16,Sainsburys_Scarlet_Xmas_2017_Playlist_970x250,Programmatic Trade Desk,PKW8HC_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 970x250,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_970x250,4,5556,0,24,0,1920.449999
2017-11-30,christmas pudding,16,DO Party Food 300 x 250,Programmatic Trade Desk,PKXMX2_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 300x250,Party Food,DO Party Food 300 x 250,15,31207,0,82,0,8805.739998
2017-11-30,christmas pudding,16,DO Party Food 728 x 90,Programmatic Trade Desk,PKXMX3_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 728x90,Party Food,DO Party Food 728 x 90,1,7304,0,27,0,3073.69
2017-11-30,christmas pudding,16,DO Party Food 300 x 600,Programmatic Trade Desk,PKXMX4_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 300x600,Party Food,DO Party Food 300 x 600,1,2606,0,6,0,626.479999
2017-11-30,christmas pudding,16,DO Party Food 970 x 250,Programmatic Trade Desk,PKXMX5_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 970x250,Party Food,DO Party Food 970 x 250,2,1539,0,6,0,516.51
2017-11-30,christmas pudding,16,DO Desserts 300 x 250,Programmatic Trade Desk,PKXMXB_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 300x250,Dessert,DO Desserts 300 x 250,6,14924,0,40,0,3708.389999
2017-11-30,christmas pudding,16,DO Desserts 728 x 90,Programmatic Trade Desk,PKXMXC_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 728x90,Dessert,DO Desserts 728 x 90,0,2536,0,11,0,880.57
2017-11-30,christmas pudding,16,DO Desserts 300 x 600,Programmatic Trade Desk,PKXMXD_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 300x600,Dessert,DO Desserts 300 x 600,1,1717,0,4,0,523.86
2017-11-30,christmas pudding,16,DO Desserts 970 x 250,Programmatic Trade Desk,PKXMXF_Programmatic PHDCPMDesserts Annalect Custom AudiencesProgrammatic Display 970x250,Dessert,DO Desserts 970 x 250,1,1638,0,7,0,621.04
2017-11-30,christmas pudding,16,DO Festive Bakery 300 x 250,Programmatic Trade Desk,PKXMXP_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 300x250,Baking,DO Festive Bakery 300 x 250,10,30922,0,93,0,9583.629998
2017-11-30,christmas pudding,16,DO Festive Bakery 728 x 90,Programmatic Trade Desk,PKXMXQ_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 728x90,Baking,DO Festive Bakery 728 x 90,3,6985,0,15,0,1337.7
2017-11-30,christmas pudding,16,DO Festive Bakery 300 x 600,Programmatic Trade Desk,PKXMXR_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 300x600,Baking,DO Festive Bakery 300 x 600,3,4199,0,9,0,1025.38
2017-11-30,christmas pudding,16,DO Festive Bakery 970 x 250,Programmatic Trade Desk,PKXMXS_Programmatic PHDCPMChristmas baking Annalect Custom AudiencesProgrammatic Display 970x250,Baking,DO Festive Bakery 970 x 250,2,2236,0,12,0,1121.97
2017-11-30,christmas pudding,16,DO Cocktails 300 x 250,Programmatic Trade Desk,PKXMYK_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 300x250,Cocktails,DO Cocktails 300 x 250,6,13882,0,51,0,4288.08
2017-11-30,christmas pudding,16,DO Cocktails 728 x 90,Programmatic Trade Desk,PKXMYL_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 728x90,Cocktails,DO Cocktails 728 x 90,0,2337,0,17,0,2399.799999
2017-11-30,christmas pudding,16,DO Cocktails 300 x 600,Programmatic Trade Desk,PKXMYM_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 300x600,Cocktails,DO Cocktails 300 x 600,4,1768,0,7,0,605.35
2017-11-30,christmas pudding,16,DO Cocktails 970 x 250,Programmatic Trade Desk,PKXMYN_Programmatic PHDCPMSpirits  Annalect Custom AudiencesProgrammatic Display 970x250,Cocktails,DO Cocktails 970 x 250,4,2045,0,13,0,1092.5
2017-11-30,mince pies,21,Sainsburys_Scarlet_Xmas_2017_Playlist_300x250,Programmatic Trade Desk,PKW8H8_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 300x250,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_300x250,18,13419,0,54,0,5088.329999
2017-11-30,mince pies,21,Sainsburys_Scarlet_Xmas_2017_Playlist_728x90,Programmatic Trade Desk,PKW8H9_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 728x90,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_728x90,0,2059,0,15,0,1120.61
2017-11-30,mince pies,21,Sainsburys_Scarlet_Xmas_2017_Playlist_300x600,Programmatic Trade Desk,PKW8HB_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 300x600,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_300x600,1,5247,0,31,0,2798.86
2017-11-30,mince pies,21,Sainsburys_Scarlet_Xmas_2017_Playlist_970x250,Programmatic Trade Desk,PKW8HC_Programmatic PHDCPMAnnalect Custom AudiencesProgrammatic Display 970x250,Brand,Sainsburys_Scarlet_Xmas_2017_Playlist_970x250,4,5556,0,24,0,1920.449999
2017-11-30,mince pies,21,DO Party Food 300 x 250,Programmatic Trade Desk,PKXMX2_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 300x250,Party Food,DO Party Food 300 x 250,15,31207,0,82,0,8805.739998
2017-11-30,mince pies,21,DO Party Food 728 x 90,Programmatic Trade Desk,PKXMX3_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 728x90,Party Food,DO Party Food 728 x 90,1,7304,0,27,0,3073.69
2017-11-30,mince pies,21,DO Party Food 300 x 600,Programmatic Trade Desk,PKXMX4_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 300x600,Party Food,DO Party Food 300 x 600,1,2606,0,6,0,626.479999
2017-11-30,mince pies,21,DO Party Food 970 x 250,Programmatic Trade Desk,PKXMX5_Programmatic PHDCPMParty food Annalect Custom AudiencesProgrammatic Display 970x250,Party Food,DO Party Food 970 x 250,2,1539,0,6,0,516.51
